,Fold,Model,Balanced ACC,AUC,F1,Recall,QC_Sampling,Site,Repeated
574,12,Pooled data Test,0.6699346405228759,0.7434747319407065,0.6710097719869706,0.673202614379085,random_Q,1000Brains,11
575,12,Pooled data Train,0.8854337152209493,0.9520064502130874,0.8861788617886179,0.8919803600654664,random_Q,1000Brains,11
576,13,Pooled data Test,0.7082473340213278,0.7603199174406605,0.7043189368770764,0.6928104575163399,random_Q,1000Brains,11
577,13,Pooled data Train,0.8708187584908487,0.9478915952633099,0.872168284789644,0.8821603927986906,random_Q,1000Brains,11
578,14,Pooled data Test,0.6886609907120743,0.7552889576883385,0.7003154574132492,0.7302631578947368,random_Q,1000Brains,11
579,14,Pooled data Train,0.8732590417509065,0.9429094059882546,0.8738812042310822,0.8774509803921569,random_Q,1000Brains,11
580,15,Pooled data Test,0.6928104575163399,0.7334358580033321,0.6824324324324325,0.6601307189542484,random_Q,1000Brains,11
581,15,Pooled data Train,0.8837970540098199,0.9484759764385073,0.8847402597402597,0.8919803600654664,random_Q,1000Brains,11
582,16,Pooled data Test,0.7516339869281046,0.7821350762527233,0.7548387096774194,0.7647058823529411,random_Q,1000Brains,11
583,16,Pooled data Train,0.8617021276595744,0.937659547681486,0.8629359286293593,0.8707037643207856,random_Q,1000Brains,11
584,17,Pooled data Test,0.7222222222222222,0.8100730488273741,0.7249190938511327,0.7320261437908496,random_Q,1000Brains,11
585,17,Pooled data Train,0.8764320785597381,0.9504180048805183,0.8779304769603881,0.8887070376432079,random_Q,1000Brains,11
586,18,Pooled data Test,0.6786850705194358,0.7686618507051943,0.6797385620915033,0.6797385620915033,random_Q,1000Brains,11
587,18,Pooled data Train,0.8691767487136699,0.9396494549811194,0.8694942903752039,0.8723404255319149,random_Q,1000Brains,11
588,19,Pooled data Test,0.6262254901960784,0.7334881320949432,0.625,0.625,random_Q,1000Brains,11
589,19,Pooled data Train,0.862627429586128,0.9441288790475274,0.8636363636363636,0.869281045751634,random_Q,1000Brains,11
590,20,Pooled data Test,0.6666666666666667,0.715835789653552,0.6688311688311688,0.673202614379085,random_Q,1000Brains,11
591,20,Pooled data Train,0.8747954173486088,0.9468018139884977,0.875710804224208,0.8821603927986906,random_Q,1000Brains,11
592,21,Pooled data Test,0.7124183006535947,0.7601349908154983,0.7086092715231788,0.6993464052287581,random_Q,1000Brains,11
593,21,Pooled data Train,0.8584288052373159,0.9416721802416687,0.8587755102040816,0.8608837970540099,random_Q,1000Brains,11
594,22,Pooled data Test,0.7058823529411764,0.7915758896151053,0.7133757961783439,0.7320261437908496,random_Q,1000Brains,11
595,22,Pooled data Train,0.8756137479541735,0.9459553574537731,0.8764227642276423,0.8821603927986906,random_Q,1000Brains,11
596,23,Pooled data Test,0.6949174406604748,0.7920536635706915,0.7102803738317757,0.7450980392156863,random_Q,1000Brains,11
597,23,Pooled data Train,0.8667324540290748,0.9415134302493501,0.8684422921711057,0.8805237315875614,random_Q,1000Brains,11
598,24,Pooled data Test,0.6950679394564843,0.7776057791537668,0.693069306930693,0.6907894736842105,random_Q,1000Brains,11
599,24,Pooled data Train,0.8814396735235284,0.9488677085673332,0.8814390842191333,0.880718954248366,random_Q,1000Brains,11
600,0,Pooled data Test,0.6993464052287581,0.7702165833653722,0.6870748299319728,0.6601307189542484,random_Q,1000Brains,12
601,0,Pooled data Train,0.8698854337152209,0.9500885297103565,0.8691358024691358,0.8641571194762684,random_Q,1000Brains,12
602,1,Pooled data Test,0.6797385620915033,0.7442009483531975,0.6858974358974359,0.6993464052287581,random_Q,1000Brains,12
603,1,Pooled data Train,0.8707037643207856,0.9484947270579474,0.8717532467532467,0.8788870703764321,random_Q,1000Brains,12
604,2,Pooled data Test,0.7352941176470589,0.8136614122773292,0.7290969899665551,0.7124183006535948,random_Q,1000Brains,12
605,2,Pooled data Train,0.8715220949263502,0.9481491799282655,0.8707818930041152,0.8657937806873978,random_Q,1000Brains,12
606,3,Pooled data Test,0.6850275197798418,0.7498280013759889,0.7055214723926381,0.7516339869281046,random_Q,1000Brains,12
607,3,Pooled data Train,0.8765296898901405,0.9547511312217194,0.8759244042728019,0.8723404255319149,random_Q,1000Brains,12
608,4,Pooled data Test,0.672235122119023,0.7461300309597523,0.6815286624203821,0.7039473684210527,random_Q,1000Brains,12
609,4,Pooled data Train,0.8732657274584684,0.9455409004845801,0.8728465955701394,0.869281045751634,random_Q,1000Brains,12
610,5,Pooled data Test,0.6437908496732027,0.7291639967533854,0.653968253968254,0.673202614379085,random_Q,1000Brains,12
611,5,Pooled data Train,0.881342062193126,0.9476161266041825,0.8812448812448812,0.8805237315875614,random_Q,1000Brains,12
612,6,Pooled data Test,0.7058823529411764,0.7607330513904907,0.7115384615384616,0.7254901960784313,random_Q,1000Brains,12
613,6,Pooled data Train,0.8772504091653028,0.9495956562850737,0.8782467532467533,0.8854337152209493,random_Q,1000Brains,12
614,7,Pooled data Test,0.673202614379085,0.7599641163655004,0.6855345911949685,0.7124183006535948,random_Q,1000Brains,12
615,7,Pooled data Train,0.8837970540098199,0.9538493682380578,0.8822553897180763,0.8707037643207856,random_Q,1000Brains,12
616,8,Pooled data Test,0.701797385620915,0.7713708290333677,0.6872852233676976,0.6535947712418301,random_Q,1000Brains,12
617,8,Pooled data Train,0.8585531593979654,0.9475573098852198,0.8599190283400809,0.8690671031096563,random_Q,1000Brains,12
618,9,Pooled data Test,0.7376590987272102,0.7971276229790162,0.7333333333333333,0.7236842105263158,random_Q,1000Brains,12
619,9,Pooled data Train,0.8798110351614732,0.9499828845886418,0.8788128606760099,0.8709150326797386,random_Q,1000Brains,12
620,10,Pooled data Test,0.7058823529411764,0.7855525652526806,0.7096774193548387,0.7189542483660131,random_Q,1000Brains,12
621,10,Pooled data Train,0.8764320785597381,0.9539993731935786,0.8765331152902698,0.8772504091653028,random_Q,1000Brains,12
622,11,Pooled data Test,0.696078431372549,0.7843564441026956,0.693069306930693,0.6862745098039216,random_Q,1000Brains,12
623,11,Pooled data Train,0.8805237315875614,0.9528341561283721,0.8801313628899836,0.8772504091653028,random_Q,1000Brains,12
624,12,Pooled data Test,0.6405228758169934,0.728138750053398,0.6428571428571429,0.6470588235294118,random_Q,1000Brains,12
625,12,Pooled data Train,0.881342062193126,0.953327029553655,0.8804616652926628,0.8739770867430442,random_Q,1000Brains,12
626,13,Pooled data Test,0.6557447540419676,0.7443670450636395,0.6557377049180327,0.6535947712418301,random_Q,1000Brains,12
627,13,Pooled data Train,0.8691727372891328,0.9466961907512595,0.8688524590163934,0.867430441898527,random_Q,1000Brains,12
628,14,Pooled data Test,0.6885964912280702,0.7797987616099071,0.6945337620578779,0.7105263157894737,random_Q,1000Brains,12
629,14,Pooled data Train,0.865910111998973,0.9403019800391514,0.8649093904448105,0.8578431372549019,random_Q,1000Brains,12
630,15,Pooled data Test,0.7026143790849673,0.7697039600153787,0.7165109034267912,0.7516339869281046,random_Q,1000Brains,12
631,15,Pooled data Train,0.8690671031096564,0.9489742071836301,0.8679867986798679,0.8608837970540099,random_Q,1000Brains,12
632,16,Pooled data Test,0.6535947712418301,0.7431757016532103,0.6466666666666666,0.6339869281045751,random_Q,1000Brains,12
633,16,Pooled data Train,0.8657937806873977,0.9456687408423314,0.8644628099173554,0.855973813420622,random_Q,1000Brains,12
634,17,Pooled data Test,0.6699346405228759,0.7260028194284249,0.6731391585760518,0.6797385620915033,random_Q,1000Brains,12
635,17,Pooled data Train,0.8797054009819967,0.950854626447481,0.8798037612428454,0.8805237315875614,random_Q,1000Brains,12
636,18,Pooled data Test,0.7147402820777433,0.7765737874097007,0.7166123778501629,0.7189542483660131,random_Q,1000Brains,12
637,18,Pooled data Train,0.8757207192751624,0.953221441331579,0.8764227642276423,0.8821603927986906,random_Q,1000Brains,12
638,19,Pooled data Test,0.7148047815617475,0.7786807705538356,0.7184466019417476,0.7302631578947368,random_Q,1000Brains,12
639,19,Pooled data Train,0.8757260678412118,0.9510686434966786,0.8741721854304636,0.8627450980392157,random_Q,1000Brains,12
640,20,Pooled data Test,0.6535947712418301,0.7445426972531932,0.6394557823129252,0.6143790849673203,random_Q,1000Brains,12
